index,Personnage,Réplique
388,Le roi Loth, Entre Excalibur et le fromage gratiné. Réponse : Aucun. C'est une métaphore moisie tiraillée entre votre stupidité d'ordre général et votre surprenante inaptitude à utiliser les métaphores…
389,Le roi Loth," Aretropeca tetre domini, ça n’a aucun sens, mais bon. Y a retro, y a pecat, on peut vaguement en faire quelque chose!"
390,Le roi Loth," Attendre... Attendre que les choses se désagrègent d'elles mêmes. Attendre que Kaamelott tombe en lambeaux patiemment, pierre après pierre, chevalier après chevalier. Attendre, et se tenir prêts ! Prêts à se faufiler dans le moindre interstice ! ""Ferme bien tes portes Arthur !"" - et là je suis en adresse directe pour créer un palier d'intensité - ""Ferme bien tes portes Arthur, car nous essaierons toutes les issues ! Et si par mégarde..."" - et là j'enchaîne sur une métaphore prédatrice - ""Si par mégarde tu oublies la petite lucarne, le renard saura se faire assez mince pour y passer !"" Et là normalement, il faut une citation latine mais Pfff... J'en ai marre !"
391,Le roi Loth," Vous entendez ça ? Il parait que je suis malpoli ! Qu'est-ce que vous en pensez, bande de trous-du-cul ?"
392,Le roi Loth," Moi, après deux heures de retard, j'ai passé le cap de l'agacement. Le peu de volonté que j'avais de me farcir une réunion avec ce débile de Dagonet a définitivement disparu. Je suis une sorte de meuble."
393,Le roi Loth," Mais parce que votre existence est merdique mon pauvre ami, vous avez l'œil qui brille à chaque fois qu'un oiseau pète, c'est triste à voir. Ça fait des années que vous menez un train de vie de noix de St-Jacques, alors évidemment, un message qui annonce la visite d'un imbécile porteur de bonnes nouvelles, c'est déjà un petit festival pour vous ! J'suis sûr que vous vous êtes peigné pour l'occasion !"
394,Le roi Loth," Euh, ""Vous êtes là."", c'est-à-dire qu'il est surpris lui-même ; ça lui viendrait pas à l'idée de raccorder le fait qu'on est là avec le fait qu'il nous l'a demandé."
395,Le roi Loth," Moi c'est comme vous sentez, j'ai eu deux heures à vide, c'est pas si souvent, je pense que j'en ai inconsciemment profité pour dresser un petit bilan."
396,Le roi Loth," J'ai soudain la sensation limpide d'avoir gaspillé ma jeunesse... L'avoir vue s'échapper de mes mains comme l'anguille effrayée et m'appeler à présent sur le lierre du tombeau, où patientent depuis toujours le chant des enfants, les raisins volés…"
397,Le roi Loth," Je vais y aller, de jour, devant tout le monde. Et si je deviens roi de Bretagne, je vous nomme respectivement Ministre des armes, et Responsable de la protection des frontières. Parce que mon destin, c'est de m'entourer de nuls, de vrais nuls… Timeo libri rex agitur, ça veut rien dire, mais c'est ce que j'ai trouvé de plus… aigre !"
398,Le roi Loth,"  Avant de vous lancer dans les excès de virilité, vous auriez la curiosité de jeter un œil à la table du fond. Je suis venu avec quelqu'un qui veut vous parler... [Tavernier : Qu'est ce qu'on fait, là ?] Rien, y faut surtout pas s'en mêler. Comme quand deux chats sauvages se retrouvent sur le même terrain. Y s'observent et aucun des deux ne baisse le regard sous peine d'être saigné à blanc. Ce qui couperait court, c'est qu'il y en ait un plus faible que l'autre, mais là c'est pas le cas. C'est les deux même sales bestioles, inflexibles, indomptables et vivaces. Y tiennent ça de leur mère ! [Tavernier : De leur mère ? vous voulez dire que c'est sa sœur ?][Arthur et Anna : Demi-sœur !] Ah ! ça cause. Le dialogue s’amorce ! Peut être que vous vous ferez pas dévaster votre boui-boui."
399,Le roi Loth," j'aime autant vous dire que quand une bande de détrousseurs embusqués nous tombera sur la viande, et qu'il lui prendra le goût de vous passer dessus en file indienne, je lèverai pas le petit doigt."
400,Le roi Loth," Écoutez, comme ça à priori, ça m'évoque rien, mais honnêtement c'est possible. Ce serait assez le genre de la maison, en tout cas ! De l'autre côté, voyez un peu l'ironie, si j'avais pas fomenté une attaque par l'ouest, vous seriez allés vous écraser contre les Romains à l'est ! Oui, alors, pourquoi ? Pourquoi trahir sans arrêt les gens avec qui je collabore ? Je dirais que c'est probablement une réponse compulsive à une crainte de m'attacher. Briser une relation plutôt que la cultiver pour ne pas se retrouver démuni face au bonheur. Oui, pour répondre à votre question : j'ai peur d'aimer !"
401,Le roi Loth, Bon. Ca c'est bien gentil mais… À quel moment on trahit ?
402,Le roi Loth," Ah voilà ! Et c'est là le danger de la métaphore... si on parle avec des gros tas de bidoches, au bout de cinq minutes personne ne parle de la même chose!"
403,Le roi Loth," Oui. Alors moi je pourrais vous dire que, si on cueille pas les cerises quand elles sont sur l'arbre, on fera tintin pour le clafouti. Mais on sera pas plus avancé."
404,Le roi Loth," Moi les premières années avec ma femme, je faisais ces conneries aussi. Une réunion hebdomadaire pour régler les problèmes avant qu'ils ne s'enveniment. Résultat : aujourd'hui, quand elle tombe sur moi dans les couloirs de la maison, elle a des remontées gastriques, elle me trouve laid et con, et elle essaie de me tuer trois fois par semaine. Euh depuis, les tables rondes, j'y crois plus beaucoup..."
405,Le roi Loth, Deus minimi placet : seuls les dieux décident.
406,Le roi Loth," Soyons futés. [...] Non... mais pas vous ! Vous, vous pouvez rester tsoin-tsoin comme d'habitude."
407,Le roi Loth," Votre salope de fille m'a renversé une pleine soupière de bouillon sur toute la zone génitale, ça m'a LITTÉRALEMENT cuit les boules ! Vous remarquerez à quel point il m'est égal de parler de mes noix à ma belle-mère, famille de tarés !"
408,Le roi Loth," Il est roi d'Orcanie, le sanglier boulimique, chère madame !"
409,Le roi Loth, Bon bah moi... je la suis ! Parce que je suis... très amoureux.
410,Le roi Loth," ""Mundi placet et spiritus minima"", ça n'a aucun sens mais on pourrait très bien imaginer une traduction du type : ""Le roseau plie, mais ne cède... qu'en cas de pépin""... ce qui ne veut rien dire non plus."
411,Le roi Loth," Bon bon... Moi c'que j'en dis, c'est que, si vous arrivez à contenir vos élans, et à me laisser gérer tout ça à ma sauce, on pourrait bien se retrouver à la tête du Royaume en moins de temps qu'il n'en faut pour dire putsch. Ha ha ha ! J'aime assez ce p'tit ton décalé euh..."
412,Le roi Loth," Absque argento... Et j'ai plus la suite... Ce qu'est dommage parce que, il y a argento, on se dit le gars est bon, il y a pognon, et patatrac il en a une sous le coude."
413,Le roi Loth, Libido sciendi ! Le désir de savoir ! Oui bon un peu tiré par les cheveux dans le contexte.
414,Le roi Loth," Argumentum baculenum ! L'argument du bâton. Ah bah zut qui est a la fois correct et dans le propos... Donc on va lui préférer ""Delenda Cartago"", il faut détruire Carthage, qui est juste très con."
415,Le maître d'armes," HAHA, Sire ! Je vous attends ! À moins que vous préfériez que l’on dise partout que le roi est une petite pédale qui pisse dans son froc à l’idée de se battre !"
416,Le maître d'armes," Sire ! Mon père est peut-être unijambiste, mais moi, ma femme n'a pas de moustache ! […] Alors ça vient? p'tite bite !"
417,Le maître d'armes," En garde, espèce de vieille pute dégarnie !"
418,Le maître d'armes, JE NE MANGE PAS DE GRAINES !
419,Le maître d'armes," Je ne bouffe pas que des graines, Sire, mais j'estime que si on avale l'équivalent de son poids en viande deux fois par jour, il ne faut pas s'étonner de ne pas pouvoir mettre un pied devant l'autre sur un champ de bataille."
420,Le maître d'armes," Moi, une fois, j'étais soûl comme cochon, je me suis fait tatouer ""J'aime le raisin de table"" sur la miche droite, et ça y est toujours !"
421,Le maître d'armes," Non, je veux dire « malade mental », c'est votre maximum, comme insulte ? Non parce qu'il va falloir passer le cran au-dessus, mon vieux, parce que sinon, on y est encore demain !"
422,Le maître d'armes," En garde, ma biquette ! Je vais vous découper le gras du cul, ça vous fera ça de moins à trimbaler !"
423,Le maître d'armes," (À Bohort) Mais allez-y bon sang, magnez-vous le fion, espèce de grosse dinde !"
424,Le maître d'armes, Seigneur Bohort! Je commence à en avoir ras le bol de votre comportement de péteux alors vous allez me faire le plaisir de me faire une bonne insulte et de vous foutre en rogne une bonne fois pour toutes!
425,Le maître d'armes," Quand on est idiot, on plante des carottes on ne s'occupe pas de sécurité !"
426,Le maître d'armes," Le bon roi Arthur est une p'tite tapette. Le bon roi Arthur est une p'tite tapette. Est une p'tite à la volette, est une p'tite à la volette, est une p'tite tapette."
427,Le maître d'armes," Du nerf, mon lapinou !… Vous allez vous faire tailler le zizi en pointe !"
428,Le maître d'armes," ALLEZ, EN GARDE GROSSE CONNE ! Non, ça va pas, ça va pas !"
429,Le maître d'armes, Non mais c'est à se coincer les parties dans une porte !
430,Le maître d'armes," Vous savez quoi, Sire ? On va commencer par se faire une saucisse grillée de trois pieds de long, avec un tonnelet de pinard chacun, et derrière, peut être bien qu'on se paiera des filles. Ah oui ! A un moment, vive la vie !"
431,Le maître d'armes," Vous êtes attendus aux archives. Vous, vous, vous je croyais que vous étiez mort, et vous ... me souviens plus ! Voilà ! Zut !"
432,Le maître d'armes," Euh, juste une chose... Manquez encore une seule fois de respect au futur roi de Bretagne, et je vous coupe les boules ! Ca vous fera une jolie petite sacoche pour ranger vos dés à coudre."
433,Le maître d'armes," Je suis, je suis, je suis une petite tapette, qui parle à tort et à travers, sans que personne ne lui demande son avis, alors elle ferme son bec la poupoule... Et elle laisse parler les grands garçons."
434,Le maître d'armes," Regardez moi la jolie petite paire de fillettes, si c'est pas fragile!"
435,Méléagant," Juste à notre aplomb, une corneille est posée sur une branche. Dans quelques secondes, elle va s’envoler... (La corneille s’envole.) Voilà. Nous avons franchi le solstice d’été. Et pendant que d’autres célèbrent le jour le plus interminable de l’année, nous allons secrètement nous réjouir du retour des longues nuits... (Pause) Levez-vous."
436,Méléagant," Non, mon nom ne vous dira rien... Mais chez vous on m'appelle... La réponse [...] Mais oui ma p'tite fée !!! La réponse à votre pathétique... désastre !!"
437,Méléagant, Héhéhé ! On va passer... Une bonne soirée ! MAGNIFIQUE 
438,Méléagant," Mais je pensais que vous auriez trouvé une petite clairière… avec un ruisseau. Les tocards prennent toujours leur retraite près d’un ruisseau, à cause de la soif. Pourtant une retraite, c’est une retraite de tout, ne croyez-vous pas ? Moi, quand j’ai plus rien à faire ici, je me retire… Plus une goutte d’eau. Plus un rayon de soleil. Je me dessèche, de la tête aux pieds, en un petit cadavre sous un tas de feuilles… Les saisons me survolent sans me soupçonner… Et puis, un jour, la corneille raconte qu’elle a entendu au loin quelqu’un qui recommence à pleurer. Guenièvre ! Guenièvre ! Alors là, j’ouvre un œil, je rampe, mangeant la neige, léchant l’eau croupie… et à me voir boire, mes ennemis tressaillent, car ils comprennent que je suis de retour. (Pause) Vous m'faites pas rentrer ? (Ricanement) Magnifique..."
439,Méléagant, Cette épée grotesque est le plus pitoyable tour de passe-passe que les dieux aient jamais bricolé pour arriver à leurs fins.
440,Méléagant," Mais c'est de ma faute, à moi, si vous semez des pères adoptifs dans tout le pays ?"
441,Méléagant, Vous pouvez rentrer à Kaamelott. Vous regarderez les gens. Vous regarderez les choses. Rien ne sera plus triste que vous.
442,Méléagant," Tout cela n'est rien. Absolument rien ! Il y a peu de temps quelque chose a fait « Boum » ! Voilà... Nous sommes sur une toute petite miette expulsée par ce boum, qui dérive et tournicote sur elle-même, en attendant sa fin... proche ! Sur cette miette, de tous petits organismes gesticulent : ça naît, ça vit, et ça meurt ! Tout cela n'a aucune conséquence."
443,Méléagant," Ahh, la mienne !... Je dirais que ma vie ne représente pas la période la plus captivante de... mon existence."
444,Merlin," Invoquer une meute de loups ? Moi je veux bien, mais je vous préviens : s’ils se retournent contre nous pour nous bouffer les miches, vous viendrez pas pleurer !"
445,Merlin," Mais moi je viens pas vous emmerder quand vous cramez des sorcières, alors foutez-moi la paix."
446,Merlin," Putain, il est fort ce con."
447,Merlin, J'adore la châtaigne. Je m'en ferais péter le bide. Vous en voulez ?
448,Merlin,"  La boutique est fermée, adressez-vous à la concurrence"
449,Merlin, J'aime pas y aller à ce truc. Ça me gonfle. Y'a tous les clodos du pays qui portent une barbiche et qui se prennent pour des druides !
450,Merlin," Mais évidemment, c'est sans alcool !"
451,Merlin, Alors le chevalier il crie au Romain : Hé ! Vous vous prenez pour le Colisée ?
452,Merlin," Hé toi là-bas avec ton casque à cornes, présente-moi ta femme, tu sauras pourquoi t'as des cornes !"
453,Merlin," Franchement, une potion pour faire pisser bleu, ça presse forcément la minute ?"
454,Merlin," Ah ben j’suis mi-démon, moi, les démons c’est pas foutu pareil. D’ailleurs, dans le calendrier démonique je vais bientôt avoir sept ans. J’aurai le droit d’avoir une mogriave. […] Une mogriave ? C’est comme un petit chien, mais hyper vilain."
455,Merlin," Arthur, je suis désolé je peux plus rien faire. Et vous lui rappellerez que s'il est roi, c'est aussi grâce a bibi, et que Excalibur, c'est moi qui l'ai emmené la chercher la première fois quand il avait même pas quatre ans... Oui môssieur Blaise ! Je lui ai torché le cul à Arthur, je lui ai trouvé un père adoptif ! Tout ça pour qu'il me remplace par l'autre guignol d'Elias de Kelliwic'h !"
456,Merlin," Ça fait des années que je me démène à apprendre des machins d'enchanteur ! Des grimoires plein les étages. J'en ai marre ! Je suis druide ! DRUI-DE ! Les trucs de flambeur pour amuser la galerie ça ne m'in-te-re-sse pas ! Alors salut tout le monde, je déserte. [Mevanwi : Merlin faites pas l'imbécile... Père Blaise : Et euh où est-ce que vous allez aller ?] Mais dehors ! A ma place ! Parce que oui, quand on a deux ronds de bon sens on demande pas à un druide de travailler dans un endroit clos, bande de crétins ! La quasi-totalité de mes pouvoirs est annulée quand j'ai un toit au dessus de la tête... Alors Merlin, il retourne à la belle étoile et si on vous demande ce qu'il a dit en partant, vous répondrez ""merde"" !"
457,Merlin, J'ai tout entendu et c'est honteux !!
458,Merlin," Vous n’êtes pas le plus fort, Môssieur Élias ! Quand on confond un clafoutis et UNE PART de clafoutis, on vient pas la ramener !"
459,Merlin," Attendez, je veux être là quand vous lui mettez une chasse !"
460,Merlin," Un arbre ça pousse, c'est là où vous pourrez faire la différence : le camouflage, il pousse pas !"
461,Merlin," Quand je dis que Rome est à la Cité ce que la chèvre est au fromage de chèvre, je veux dire que c'est le petit plus qui est corollaire au noyau mais qui est pas directement dans le cœur du fruit !"
462,Merlin," Quand vous êtes parti, je me suis dit : Je vais me promener ? Je vais me pas promener ? Finalement j'ai décidé de me beurrer la gueule."
463,Merlin," Moi, je dis que c'est magique à cause des merdes qui pendouillent, mais ça se trouve, c'est pas ça…"
464,Merlin," Remarquez que moi, j'ai un pote poissonnier qui sait boire du lait à la paille par les trous de nez !"
465,Merlin," Moi j'ai vomi deux fois, mais c'est moi qu'ai ramassé !"
466,Merlin," Ah mais foutez-moi la paix ! J'ai traversé l'île en long, en large et en travers ! Pareil en Aquitaine et en Armorique ! Vous croyez que j'me souviens de tous les trous du cul à qui j'ai balancé mon laïus ?"
467,Merlin," Pas besoin d'hommage puisque je vous dis que je vais vous le rafistoler. [Arthur: Ça fait vingt fois que vous essayez de me rafistoler comme vous dites, ça marche jamais.] Ça marche jamais parce que vous avez pas envie, c'est tout ! [...] Vous avez pas envie de refabriquer ce sang qui vous manque... Combien de temps ça fait que vous vous êtes taillé les veines ? Six mois, un an ?! Vous êtes toujours blanc comme une fesse ! [Bohort: Merlin, ne vous emballez pas...] J'm'emballe pas, ça m'énerve ! Il suffirait que vous vous donniez un bon coup de pied au fion et vous reprendriez du poil de la bête, mais non ! Et voilà ! Il s'endort, maintenant !"
468,Perceval," Si on faisait le coup du bouclier humain ? [...] Par exemple, Sire, Léodagan et moi, on fait semblant de vous prendre en otage : on vous met une dague sous le cou et on traverse le camp adverse en gueulant : ""Bougez pas, bougez pas ou on bute le roi!""..."
469,Perceval," Putain, en plein dans sa mouille !"
470,Perceval," Faut faire comme avec les scorpions qui se suicident quand ils sont entourés par le feu, faut faire un feu en forme de cercle, autour d’eux, comme ça ils se suicident, pendant que nous on fait le tour et on lance de la caillasse de l’autre côté pour brouiller... Non ?"
471,Perceval, C’est pas faux.
472,Perceval," Toi, un jour, je te crame ta famille, toi."
473,Perceval," Faut arrêter ces conneries de nord et de sud ! Une fois pour toutes, le nord, suivant comment on est tourné, ça change tout !"
474,Perceval," Donc, pour résumer, je suis souvent victime des colibris, sous-entendu des types qu’oublient toujours tout. Euh, non… Bref, tout ça pour dire, que je voudrais bien qu’on me considère en tant que Tel."
475,Perceval," Excusez, c’est juste pour vous dire que je vais pas pouvoir rester aujourd’hui ! Faut que je retourne à la ferme de mes vieux ! Y a ma grand-mère qui a glissé sur une bouse ! C’est le vrai merdier !"
476,Perceval," On a même un tabouret ! Quand on s’assoit d’ssus, on se retrouve sur un autre tabouret dans une taverne dans le Languedoc [...] Ouais, le siège de transport qu’ils appellent. En plus, comme par hasard c’est moi qui ai essayé le premier. Deux semaines et demi plus le bateau qu’ça m’a pris pour revenir. J’avais pas compris qu’en me rasseyant d’ssus, ça me ramenait de l’aut’côté. Et à l’arrivée j’me suis fait mettre une chasse, parce que j’avais ramené l’autre tabouret, et que soit-disant il aurait fallu qu’il reste là-bas. Pourtant ils marchent les deux tabourets ! Eh ben ils sont l’un à côté de l’autre. Alors ça fait pas pareil."
477,Perceval, C’est pour ça : j’lis jamais rien. C’est un vrai piège à cons c’t’histoire-là. En plus j’sais pas lire.
478,Perceval," Ben si, si c’est l’même volume sonore, on dit ""équidistant"" [...] S’ils sont équidistants en même temps que nous, on peut repérer le dragon par rapport à une certaine distance. Si le dragon s’éloigne, on s’ra équidistant, mais ça s’ra vachement moins précis et... et pas réciproque."
479,Perceval," Ah ! oui... j' l'ai fait trop fulgurant, là. Ça va ?"
480,Perceval," Sire, avec tout le respect, est-ce que la reine a les fesses blanches ?"
481,Perceval," Ça sert à rien, un siège, si elle est enceinte, il faut des linges blancs et une bassine d'eau chaude."
482,Perceval," Une fois, à une exécution, je m'approche d'une fille. Pour rigoler, je lui fais : « Vous êtes de la famille du pendu ? »... C'était sa sœur. Bonjour l'approche !"
483,Perceval," Si Joseph d'Arimathie a pas été trop con, vous pouvez être sûr que le Graal, c'est un bocal à anchois."
484,Perceval," Sire, Sire ! On en a gros !"
485,Perceval," Moi j'crois plutôt que la prochaine fois, vous nous enverrez bouler tout pareil, c'est pas vrai ? (...) Ha... On en a gros…"
486,Perceval," Moi, j'serais vous, je vous écouterais... Non, moi, j'serais nous, je vous... Si moi, j'étais vous, je vous écouterais ! Non, elle me fait chier, cette phrase !"
487,Perceval, C’est marrant les petits bouts de fromage par terre. C’est ça que vous appelez une fondue ?
488,Perceval," J'voudrais pas faire ma raclette, mais la soirée s'annonce pas super."
489,Perceval," Quand même, ils sont onze. J'ai calculé sur les treize dernières années, dans les deux heures qui précèdent le coucher du soleil, vous en êtes à une moyenne de 8,422."
490,Perceval," Après demain, à partir d'aujourd'hui ?"
491,Perceval," De toutes façons, les réunions de la Table Ronde c’est deux fois par mois. Donc, si le mec il dit après-demain à partir de dans deux jours, suivant s’il le dit à la fin du mois, ça reporte."
492,Perceval," C’qui compte, c’est les valeurs !"
493,Perceval," Là, vous faites sirop de vingt-et-un et vous dites : beau sirop, mi-sirop, siroté, gagne-sirop, sirop-grelot, passe-montagne, sirop au bon goût."
494,Perceval, LEODAGAN CONTRE-ATTAQUE !!! 
495,Perceval," Et toc ! Remonte ton slibard, Lothard !"
496,Perceval," 13, 14, 15... Enfin tous les chiffres impairs jusqu'à 22."
497,Perceval," J'le dis pas (en parlant de la date de son anniversaire). [...] A l'époque quand je le disais, tout le monde oubliait de me le souhaiter. Ça me faisait pleurer. Ça m'a gonflé, j'ai arrêté."
498,Perceval," Dans la vie, j’avais deux ennemis : le vocabulaire et les épinards. Maintenant j’ai la botte secrète et je bouffe plus d’épinards. Merci, de rien, au revoir messieurs-dames."
499,Perceval," Salut, Sire. Je trouve qu’il fait beau, mais encore frais, mais beau !"
500,Perceval," Alors là, c'est Ashton, lui c'est Rutz, lui c'est Pierce, l'autre derrière c'est Pierce aussi, j'ai jamais compris pourquoi, et lui euh, j'crois qu'il a pas d'prénom, tout le monde l'appelle Connard... pourquoi, et lui euh, j'crois qu'il a pas d'prénom, tout le monde l'appelle Connard…"
501,Perceval," C'est l'anniversaire dans tous les recoins, c'est presque tous les ans qu'on a l'anniversaire. Grâce à cet anni... c'est la joie c'est pratique, c'est au moins un principe à retenir pour faire la frite... c'est huuuum lalalalala. Cette année c'est bien, l'anniversaire tombe à pic !"
502,Perceval, PAYS DE GALLES INDÉPENDANT ! J'ai un pivert dans la tête... C'est normal ?
503,Perceval," Karadoc, c'est le gars brillant. Le frère, à côté, c'est sûr... C'est vraiment un gros con."
504,Perceval," Ben j'en ai marre. Ça revient à chaque fois sur le tapis ça. [Arthur: Quoi ça ?] Fédéré! D'habitude j'dis rien mais là zut! J'sais pas c'que ça veut dire. Moi j'veux bien faire des efforts pour comprendre les réunions mais faut que chacun y mette du sien aussi. Là on est partis pour une heure avec des fédérés par-ci des fédérés par-là, j'vais encore rien biter et ça me gonfle."
505,Perceval," Sans blague on pourrait pas fêter la mort des mecs que je connais pour une fois ? Comment ça ? C'est toujours la mort de vos potes à vous que l'on fête, moi dans quatre jours c'est l'anniversaire de la mort d'un oncle à moi, sans faire exprès il s'est tiré dessus avec un arc."
506,Perceval," Le Graal, c’est une vraie saloperie, méfiez-vous. Un jour c’est un vase, une semaine après une pierre incandescente. [...] Incandescente, c’est : qui peut accaparer des objets sans resurgir sur autrui."
507,Perceval," Non, vous, vous vous maravez. Quand on a pas de technique, il faut y aller à la zob."
508,Perceval," SI VOUS VOULEZ QU'ON SORTE LES PIEDS DEVANT, FAUDRA NOUS PASSER SUR L'COOOORPS !"
509,Perceval," Le code c'est ""le code"" ? Ça va, ils se sont pas trop cassé le bonnet, pour l'trouver celui-là !"
510,Perceval, Y'a du grabuge alors on appelle les 2 couillons... On met les glandus à profit !
511,Perceval, Les framboises sont perchées sur le tabouret de mon grand-père.
512,Perceval, Ça prouve que j'ai de l'ubiquité... De l'humilité ? C'est pas quand il y a des infiltrations ?
513,Perceval," À ROULEEEEETTES !! HOULA... J'l'ai un peu trop gueulé ça, non ? À roulettes."
514,Perceval," Ah, mais c'est de là que ça vient ! Quand on dit ""ça va comme sur des roulettes"". En fait ça veut dire qu'le mec il peut balancer un morceau de rocher comme une catapulte, il continue quand même d'avancer d'façon mobile."
515,Perceval, Une maquette ?! Vous avez pas dit qu'c'était une catapulte ?
516,Perceval," Ouh làlà! elle va pas me gonfler longtemps, la rouquine !!!"
517,Perceval," Les 3 actes, c'est les bonnes femmes qui sont mi-taupes mi-déesses, et qui ont forcé les mecs de Bethléem à construire les pyramides."
518,Perceval," Est-ce que vous avez assez de dés pour remplir un seau comme ça ? [Le tavernier n'en a que trois] C'est plus facile d'en tirer cent ou deux-cents d'un coup et d'additionner, parce que là avec trois, on va être obligés de tirer quarante fois de suite à chaque tour."
519,Perceval," Sloubi 1, sloubi 2, sloubi 3, sloubi 4, sloubi 5 [...] sloubi 324, sloubi 325!..."
520,Perceval," C'est moi qui remporte le tour. Quand on remporte le tour à Sloubi, on a quatorze solutions possibles : soit on annule le tour ; soit on passe ; soit on change de sens ; soit on recalcule les points ; soit on compte ; soit on divise par six ; soit on jette les bouts de bois de quinze pouces, ça c'est quand on joue avec les bouts de bois ; soit on se couche ; soit on joue sans atouts. Et après y'a les appels : plus un ; plus deux ; attrape oiseaux ; régoudon ; ou chante Sloubi. [...] Comme vous êtes second, vous avez plus que dix-neuf solutions possibles : soit vous passez ; soit vous sciez en deux les cinquante poutrelles de trente pieds, mais ça c'est quand on joue avec les bouts de bois. Sinon c'est les relances : doublette ; jeu carré ; jeu de piste ; jeu gagnant ; jeu moulin ; jeu-jeu ; joue-jeu ; joue-joue ; joue-jié ; joue-ganou ; gagnar ; catakt ; tacat ; cacatac ; cagat-cata et ratacat-mic. Ou : chante Sloubi. Nous, on va faire que chante Sloubi."
521,Perceval," Je vous ai vu une fois dans une carriole, tirée par un cheval. Enfin, la carriole tirée par un cheval."
522,Perceval," Dans le Languedoc, ils m'appellent Provençal. Mais c'est moi qui m'suis gouré en disant mon nom. Sinon, en Bretagne, c'est le Gros Faisan au sud, et au nord, c'est juste Ducon .."
523,Perceval," Au printemps, j’aime bien pisser du haut des remparts au lever du soleil… Y’a une belle vue !"
524,Perceval," Ils ont pas de bol, quand même ! Mettre au point un truc pareil et tomber sur des cerveaux comme nous !"
525,Perceval," Sur une échelle de 2 à 76, et là je préfère prendre large, de 2 à 71 on ne nous écoute pas, de 72 à 75, on nous écoute toujours pas, et seulement à 76 on nous laisse parler sans nous engueuler."
526,Perceval," Mais cherchez pas à faire des phrases pourries... On en a gros, c'est tout !"
527,Perceval," En plus je connais une technique pour tuer trois hommes en un coup rien qu’avec des feuilles mortes ! Alors là, vous êtes deux, vous avez bien de la chance."
528,Perceval, Vous vous prenez pour un enseignant ?... Non j' s'entais que c'était le moment d'faire une vanne mais y'a rien qui est sorti.
529,Perceval, Bon ça suffit maintenant ! Vous voulez qu'j'me foute en rogne comme un enseignant ? ... Qu'est ce que j'ai avec ça moi ?
530,Perceval," Mais moi, j’m’en fous des honneurs, rien à péter, le Graal aussi, rien à péter. Moi, c’est Arthur qui compte. Moi je suis pas un as de la stratégie ou du tir à l’arc, mais je peux me vanter de savoir ce que c’est que d’aimer quelqu’un."
531,Perceval," Y en a qui picolent, d'autres qui se battent à l'épée, moi je fais ça. Au moins je fais de mal à personne."
532,Perceval," Moi, la canne, ça m’aide. Je visualise le caillou dans l’eau, j’ai l’impression de faire partie d’un tout, moi, le caillou, le fil, le lac, le ciel, c’est entier, vous comprenez ? C’est bien fini. C’est pour ça, moi je me dis, c’est dans ces moments-là qu’on peut bien comprendre des trucs. Vous me prenez pour un con, non ?"
533,Perceval," Ah ça y’est, j’viens de comprendre à quoi ça sert la canne. En fait ça sert à rien… Du coup ça nous renvoie à notre propre utilité : l’Homme face à l’Absurde !"
534,Perceval," C'est pas moi qu'explique mal, c'est les autres qui sont cons !"
535,Perceval," Non mais Sire, c'est n'importe quoi, là."
536,Perceval, On va pas installer notre carré germinal à la taverne !
537,Perceval, Elle a compris la vilaine frisée ? On a dans l'projet de fonder un clan autonome pour partir à l'aventure et ramener du pognon pour entretenir vos grosses miches !! Alors le cageot il dit merci et il ferme sa boîte à caca!!!
538,Perceval," Oh! Vous voulez que je vous foute en rogne?C’est ce que vous cherchez? La serrurerie, c’est une technique extrêmement précise, d’accord? Des fois il y a six mois de boulot sur une serrure. Alors vos tiges, vous vous les foutez quelque part. Moi en tout cas, j’ai le respect des artisans, et si j’ai pas exactement la bonne clé, je crochète pas."
539,Perceval," Une fois pour toute, il a que Arthur qui peut la [Excalibur] retirer! Votre chintok il peut passer trois semaines a tirer dessus, il repartira chez lui aussi con qu'il est venu! VOILÀ!"
540,Perceval," Vous, vous avez une idée derrière la main, j'en mettrais ma tête au feu!"
541,Perceval," Si on avait bu un coup dans des trucs qui s'cassent, j'en aurais pété un par terre avant d'monter dans ma chambre, pour bien montrer comment j'suis colère."
542,Perceval," Je vais vous poser une série de questions. Vous répondez par oui, non, ou Zbradaraldjan. Ok c'est parti : où se trouve l'oiseau ?... Allez c'est facile ça. Trouve pas ? Bon tant pis. C'était ""sur la branche"". Eh oui, y a des pièges."
543,Perceval," Ah bah non. Je voulais y aller moi, je vais pas coucher a coté de la mère cageot"
544,Perceval," Si la mémoire est à la tête ce que le passé, peut-on y accéder à six ? Oui, non, zbradaraldjan ?"
545,Perceval," Ma tante me demande de trouver un endroit pour y entreposer 667 noix. A la cave il y a de la place pour 595, à la remise il y a la place pour 337. Qu'est-ce que je fais ? Je les ?... Allez on cherche bon dieu ! Je les... Zbradaraldjan le grenier!... Allez il dégage le bourrin !"
546,Perceval," Je crois que c'est rentré par là, et c'est ressorti par là ; et c'est re-rentré par là, et c'est RE-RE-SORTI PAR LA. ET NOUS ON S'SAIGNE AUX QUATRE FROMAGES !!!"
547,Perceval," Et si je sens que y a des anguilles à la broche, dehors ! Comme César quand il a chassé les marchands du temple, et qu'ils ont foutu le camp sur le bateau avec les bestioles et l'pépé."
